,id,release_date,movie,tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,year,month,production_budget_2,domestic_gross_2,worldwide_gross_2,genres2,profit_multiple
790,63,2011-04-22,Water for Elephants,tt1067583,Water for Elephants,Water for Elephants,2011,120.0,"Drama,Romance",6.9,105812,2011,4,38000000,58709717,116809717,"['Drama', 'Romance']",2.073939921052632
791,64,2010-10-08,Life as We Know It,tt1055292,Life as We Know It,Life as We Know It,2010,114.0,"Comedy,Drama,Romance",6.6,113077,2010,10,38000000,53374681,105887837,"['Comedy', 'Drama', 'Romance']",1.7865220263157895
792,66,2013-09-06,Riddick,tt1411250,Riddick,Riddick,2013,119.0,"Action,Adventure,Sci-Fi",6.4,144821,2013,9,38000000,42025135,94763758,"['Action', 'Adventure', 'Sci-Fi']",1.4937831052631578
793,69,2016-01-22,The 5th Wave,tt2304933,The 5th Wave,The 5th Wave,2016,112.0,"Action,Adventure,Drama",5.2,90788,2016,1,38000000,34912982,111336398,"['Action', 'Adventure', 'Drama']",1.929905210526316
794,70,2009-02-06,Push,tt8976772,Push,Push,2019,92.0,Documentary,7.3,33,2009,2,38000000,31811527,49678401,['Documentary'],0.3073263421052632
795,71,2013-09-20,Rush,tt1979320,Rush,Rush,2013,123.0,"Action,Biography,Drama",8.1,393437,2013,9,38000000,26947624,98230839,"['Action', 'Biography', 'Drama']",1.5850220789473684
796,71,2013-09-20,Rush,tt1987632,Rush,Rush,2011,87.0,"Comedy,Romance",7.9,8,2013,9,38000000,26947624,98230839,"['Comedy', 'Romance']",1.5850220789473684
797,71,2013-09-20,Rush,tt2256514,Rush,Rush,2012,110.0,"Crime,Thriller",3.8,780,2013,9,38000000,26947624,98230839,"['Crime', 'Thriller']",1.5850220789473684
798,75,2017-10-20,Only the Brave,tt3829920,Only the Brave,Only the Brave,2017,134.0,"Action,Biography,Drama",7.7,45482,2017,10,38000000,18340051,24555177,"['Action', 'Biography', 'Drama']",-0.3538111315789474
799,77,2011-10-14,The Thing,tt0905372,The Thing,The Thing,2011,103.0,"Horror,Mystery,Sci-Fi",6.2,111900,2011,10,38000000,16999934,27573078,"['Horror', 'Mystery', 'Sci-Fi']",-0.2743926842105263
800,82,2018-09-21,The Sisters Brothers,tt4971344,The Sisters Brothers,Les frères Sisters,2018,122.0,"Adventure,Comedy,Crime",7.0,32135,2018,9,38000000,3143056,13143056,"['Adventure', 'Comedy', 'Crime']",-0.6541301052631578
801,85,2019-01-11,The Upside,tt1987680,The Upside,The Upside,2017,126.0,"Comedy,Drama",6.7,24169,2019,1,37500000,108235497,119024536,"['Comedy', 'Drama']",2.1739876266666665
802,86,2012-05-18,What to Expect When You're Expecting,tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance",5.7,65890,2012,5,37500000,41152203,88473016,"['Comedy', 'Drama', 'Romance']",1.3592804266666667
803,87,2012-09-14,The Master,tt1560747,The Master,The Master,2012,138.0,Drama,7.1,131365,2012,9,37500000,16247159,50647416,['Drama'],0.35059776
804,87,2012-09-14,The Master,tt4117096,The Master,The Master,2014,,Documentary,8.0,130,2012,9,37500000,16247159,50647416,['Documentary'],0.35059776
805,87,2012-09-14,The Master,tt4273106,The Master,The Master,2014,86.0,"Action,History",4.8,54,2012,9,37500000,16247159,50647416,"['Action', 'History']",0.35059776
806,90,2013-08-07,We're the Millers,tt1723121,We're the Millers,We're the Millers,2013,110.0,"Comedy,Crime",7.0,371759,2013,8,37000000,150394119,267816276,"['Comedy', 'Crime']",6.23827772972973
807,91,2015-11-25,Creed,tt1632705,Creed,Creed,2010,77.0,Horror,6.6,12,2015,11,37000000,109767581,173567581,['Horror'],3.691015702702703
808,91,2015-11-25,Creed,tt3076658,Creed,Creed,2015,133.0,"Drama,Sport",7.6,224671,2015,11,37000000,109767581,173567581,"['Drama', 'Sport']",3.691015702702703
809,91,2015-11-25,Creed,tt4354930,Creed,Creed,2016,80.0,"Crime,Drama",5.8,25,2015,11,37000000,109767581,173567581,"['Crime', 'Drama']",3.691015702702703
810,92,2010-09-17,The Town,tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",7.6,322524,2010,9,37000000,92186262,152566881,"['Crime', 'Drama', 'Thriller']",3.1234292162162163
811,93,2011-09-23,Dolphin Tale,tt1564349,Dolphin Tale,Dolphin Tale,2011,113.0,"Drama,Family",6.9,20746,2011,9,37000000,72286779,96068724,"['Drama', 'Family']",1.596452
812,94,2018-02-23,Game Night,tt2704998,Game Night,Game Night,2018,100.0,"Action,Comedy,Crime",7.0,163279,2018,2,37000000,69179066,117378084,"['Action', 'Comedy', 'Crime']",2.1723806486486485
813,98,2016-02-12,How to be Single,tt1292566,How to Be Single,How to Be Single,2016,110.0,"Comedy,Drama,Romance",6.1,74329,2016,2,37000000,46843513,100003780,"['Comedy', 'Drama', 'Romance']",1.7028048648648648
814,99,2010-02-26,Cop Out,tt1385867,Cop Out,Cop Out,2010,107.0,"Action,Comedy,Crime",5.6,81656,2010,2,37000000,44875481,55909910,"['Action', 'Comedy', 'Crime']",0.5110786486486486
815,100,2011-01-28,The Rite,tt1161864,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery",6.0,85604,2011,1,37000000,33047633,97143987,"['Drama', 'Horror', 'Mystery']",1.625513162162162
816,3,2015-05-29,Aloha,tt1243974,Aloha,Aloha,2015,105.0,"Comedy,Drama,Romance",5.4,54646,2015,5,37000000,21052030,25387091,"['Comedy', 'Drama', 'Romance']",-0.3138624054054054
817,5,2018-10-05,A Star is Born,tt1517451,A Star Is Born,A Star Is Born,2018,136.0,"Drama,Music,Romance",7.8,249245,2018,10,36000000,215288866,433449571,"['Drama', 'Music', 'Romance']",11.040265861111115
818,5,2018-10-05,A Star is Born,tt1776364,A Star is Born,Zvezda je rodena,2010,75.0,"Documentary,Music",5.1,15,2018,10,36000000,215288866,433449571,"['Documentary', 'Music']",11.040265861111115
819,10,2010-03-26,Hot Tub Time Machine,tt1231587,Hot Tub Time Machine,Hot Tub Time Machine,2010,101.0,"Comedy,Sci-Fi",6.4,153962,2010,3,36000000,50269859,65967750,"['Comedy', 'Sci-Fi']",0.8324375
820,11,1997-05-02,Breakdown,tt3381610,Breakdown,Breakdown,2016,110.0,"Drama,Thriller",5.3,689,1997,5,36000000,50159144,50159144,"['Drama', 'Thriller']",0.3933095555555556
821,12,2014-09-12,Dolphin Tale 2,tt2978462,Dolphin Tale 2,Dolphin Tale 2,2014,107.0,"Drama,Family",6.4,7579,2014,9,36000000,42024533,57824533,"['Drama', 'Family']",0.6062370277777778
822,13,2016-12-16,Collateral Beauty,tt4682786,Collateral Beauty,Collateral Beauty,2016,97.0,"Drama,Romance",6.8,78764,2016,12,36000000,31016021,85309093,"['Drama', 'Romance']",1.3696970277777778
823,21,2011-05-06,There Be Dragons,tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"Biography,Drama,War",5.8,4326,2011,5,36000000,1069334,4020990,"['Biography', 'Drama', 'War']",-0.8883058333333334
824,22,2017-04-14,Queen of the Desert,tt1837636,Queen of the Desert,Queen of the Desert,2015,128.0,"Adventure,Biography,Drama",5.7,8529,2017,4,36000000,0,1578543,"['Adventure', 'Biography', 'Drama']",-0.9561515833333334
825,23,2003-03-28,Head of State,tt5358844,Head of State,Arajin Demq,2016,,Comedy,7.9,67,2003,3,35200000,37788228,38283765,['Comedy'],0.08760696022727273
826,24,2017-09-08,It,tt1396484,It,It,2017,135.0,"Horror,Thriller",7.4,359123,2017,9,35000000,327481748,697457969,"['Horror', 'Thriller']",18.927370542857144
827,29,2010-12-22,True Grit,tt1403865,True Grit,True Grit,2010,110.0,"Adventure,Drama,Western",7.6,284034,2010,12,35000000,171243005,252276928,"['Adventure', 'Drama', 'Western']",6.20791222857143
828,31,1998-09-18,Rush Hour,tt7620218,Rush Hour,Rush Hour,2018,80.0,Documentary,6.6,71,1998,9,35000000,141186864,245300000,['Documentary'],6.008571428571429
829,32,2013-02-08,Identity Thief,tt2024432,Identity Thief,Identity Thief,2013,111.0,"Adventure,Comedy,Crime",5.7,115624,2013,2,35000000,134506920,175361578,"['Adventure', 'Comedy', 'Crime']",4.010330799999999
830,34,2011-07-08,Horrible Bosses,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",6.9,398695,2011,7,35000000,117538559,212417601,"['Comedy', 'Crime']",5.069074314285714
831,36,2015-07-17,Trainwreck,tt3152624,Trainwreck,Trainwreck,2015,125.0,"Comedy,Drama,Romance",6.2,121860,2015,7,35000000,110212700,141123897,"['Comedy', 'Drama', 'Romance']",3.0321113428571427
832,37,2013-12-13,Saving Mr. Banks,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",7.5,140678,2013,12,35000000,83299761,114962525,"['Biography', 'Comedy', 'Drama']",2.284643571428572
833,39,2008-03-28,21,tt5097012,21,21,2016,98.0,Horror,7.2,23,2008,3,35000000,81159365,159846429,['Horror'],3.567040828571429
834,45,2012-12-21,This is 40,tt1758830,This Is 40,This Is 40,2012,134.0,"Comedy,Romance",6.2,118862,2012,12,35000000,67544505,90221182,"['Comedy', 'Romance']",1.577748057142857
835,47,2005-07-29,Sky High,tt2466604,Sky High,Sky High,2012,70.0,"Adventure,Documentary,Drama",7.4,10,2005,7,35000000,63939454,83109359,"['Adventure', 'Documentary', 'Drama']",1.3745531142857144
836,49,2010-04-30,A Nightmare on Elm Street,tt1179056,A Nightmare on Elm Street,A Nightmare on Elm Street,2010,95.0,"Crime,Drama,Horror",5.2,85497,2010,4,35000000,63075011,117729621,"['Crime', 'Drama', 'Horror']",2.363703457142857
837,53,2010-10-08,Secretariat,tt1028576,Secretariat,Secretariat,2010,123.0,"Biography,Drama,Family",7.2,24536,2010,10,35000000,59699513,60376247,"['Biography', 'Drama', 'Family']",0.7250356285714286
838,55,2011-07-22,Friends with Benefits,tt1632708,Friends with Benefits,Friends with Benefits,2011,109.0,"Comedy,Romance",6.6,317338,2011,7,35000000,55802754,146595891,"['Comedy', 'Romance']",3.1884540285714285
839,56,2016-05-20,Neighbors 2: Sorority Rising,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016,92.0,Comedy,5.7,102793,2016,5,35000000,55340730,108757621,['Comedy'],2.1073606
840,58,2003-10-24,Radio,tt2780192,Radio,Radio,2013,,Thriller,3.8,9,2003,10,35000000,52333738,53293628,['Thriller'],0.5226750857142857
841,59,2018-06-29,Sicario: Day of the Soldado,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018,122.0,"Action,Crime,Drama",7.1,95650,2018,6,35000000,50065850,75885196,"['Action', 'Crime', 'Drama']",1.1681484571428569
842,62,2015-05-22,Poltergeist,tt1029360,Poltergeist,Poltergeist,2015,93.0,"Horror,Thriller",4.9,51538,2015,5,35000000,47425125,95713069,"['Horror', 'Thriller']",1.7346591142857142
843,63,2018-10-12,Goosebumps 2: Haunted Halloween,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family",5.6,11459,2018,10,35000000,46697321,93291478,"['Adventure', 'Comedy', 'Family']",1.6654707999999998
844,64,2018-01-19,12 Strong,tt1413492,12 Strong,12 Strong,2018,130.0,"Action,Drama,History",6.6,50155,2018,1,35000000,45819713,71118378,"['Action', 'Drama', 'History']",1.0319536571428571
845,72,2011-05-06,Something Borrowed,tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314,2011,5,35000000,39046489,65084116,"['Comedy', 'Drama', 'Romance']",0.8595461714285715
846,74,2011-10-28,In Time,tt1637688,In Time,In Time,2011,109.0,"Action,Crime,Drama",6.7,346077,2011,10,35000000,37553932,165103952,"['Action', 'Crime', 'Drama']",3.717255771428571
847,75,2010-04-23,The Back-up Plan,tt1212436,The Back-up Plan,The Back-up Plan,2010,104.0,"Comedy,Romance",5.4,46128,2010,4,35000000,37490007,75281179,"['Comedy', 'Romance']",1.1508908285714283
848,76,2011-11-09,J. Edgar,tt1616195,J. Edgar,J. Edgar,2011,137.0,"Biography,Crime,Drama",6.6,115925,2011,11,35000000,37306030,84606030,"['Biography', 'Crime', 'Drama']",1.4173151428571429
849,78,2018-08-17,Mile 22,tt4560436,Mile 22,Mile 22,2018,94.0,"Action,Adventure,Thriller",6.1,47862,2018,8,35000000,36108758,66295121,"['Action', 'Adventure', 'Thriller']",0.8941463142857143
850,79,2015-05-08,Hot Pursuit,tt2967224,Hot Pursuit,Hot Pursuit,2015,87.0,"Action,Comedy,Crime",5.1,44723,2015,5,35000000,34580201,45671512,"['Action', 'Comedy', 'Crime']",0.30490034285714285
851,80,2015-12-25,Concussion,tt2296697,Concussion,Concussion,2013,96.0,Drama,5.7,3813,2015,12,35000000,34531832,50363790,['Drama'],0.43896542857142856
852,80,2015-12-25,Concussion,tt3322364,Concussion,Concussion,2015,123.0,"Biography,Drama,Sport",7.1,77576,2015,12,35000000,34531832,50363790,"['Biography', 'Drama', 'Sport']",0.43896542857142856
853,81,2017-10-13,The Foreigner,tt1615160,The Foreigner,The Foreigner,2017,113.0,"Action,Thriller",7.0,81288,2017,10,35000000,34393507,140783360,"['Action', 'Thriller']",3.0223817142857143
854,81,2017-10-13,The Foreigner,tt2170623,The Foreigner,The Foreigner,2012,100.0,"Comedy,Romance",6.8,1526,2017,10,35000000,34393507,140783360,"['Comedy', 'Romance']",3.0223817142857143
855,82,2004-12-03,Closer,tt3667264,Closer,Closer,2015,87.0,Drama,5.7,172,2004,12,35000000,33987757,116177695,['Drama'],2.3193627142857145
856,89,2018-06-01,Adrift,tt2408090,Adrift,A la deriva,2012,65.0,Drama,6.0,6,2018,6,35000000,31445011,57897191,['Drama'],0.6542054571428572
857,89,2018-06-01,Adrift,tt6306064,Adrift,Adrift,2018,96.0,"Action,Adventure,Biography",6.6,34115,2018,6,35000000,31445011,57897191,"['Action', 'Adventure', 'Biography']",0.6542054571428572
858,91,2017-01-06,Underworld: Blood Wars,tt3717252,Underworld: Blood Wars,Underworld: Blood Wars,2016,91.0,"Action,Adventure,Fantasy",5.8,62942,2017,1,35000000,30353973,81209222,"['Action', 'Adventure', 'Fantasy']",1.3202634857142856
859,96,2011-09-23,Abduction,tt1600195,Abduction,Abduction,2011,106.0,"Action,Mystery,Thriller",5.1,72552,2011,9,35000000,28087155,86648359,"['Action', 'Mystery', 'Thriller']",1.4756673999999999
860,96,2011-09-23,Abduction,tt2447982,Abduction,Abduction,2011,84.0,"Horror,Thriller",5.2,10,2011,9,35000000,28087155,86648359,"['Horror', 'Thriller']",1.4756673999999999
861,96,2011-09-23,Abduction,tt5943940,Abduction,Abduction,2017,90.0,"Action,Comedy,Drama",3.0,60,2011,9,35000000,28087155,86648359,"['Action', 'Comedy', 'Drama']",1.4756673999999999
862,96,2011-09-23,Abduction,tt7867360,Abduction,Abduction,2019,106.0,"Action,Sci-Fi",6.1,1592,2011,9,35000000,28087155,86648359,"['Action', 'Sci-Fi']",1.4756673999999999
863,100,2012-10-19,Alex Cross,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",5.1,30951,2012,10,35000000,25888412,35426759,"['Action', 'Crime', 'Mystery']",0.012193114285714284
864,4,2001-11-09,Heist,tt3276924,Heist,Heist,2015,93.0,"Action,Crime,Thriller",6.1,24740,2001,11,35000000,23483357,28906817,"['Action', 'Crime', 'Thriller']",-0.17409094285714286
865,4,2001-11-09,Heist,tt5112932,Heist,Heist,2015,47.0,Action,6.4,5,2001,11,35000000,23483357,28906817,['Action'],-0.17409094285714286
866,6,2016-03-04,Whiskey Tango Foxtrot,tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama",6.6,46265,2016,3,35000000,23083334,25350747,"['Biography', 'Comedy', 'Drama']",-0.27569294285714285
867,8,2015-08-21,Hitman: Agent 47,tt2679042,Hitman: Agent 47,Hitman: Agent 47,2015,96.0,"Action,Adventure,Crime",5.7,80510,2015,8,35000000,22467450,82182803,"['Action', 'Adventure', 'Crime']",1.3480800857142856
868,10,2012-08-24,Premium Rush,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",6.5,105279,2012,8,35000000,20275446,31393201,"['Action', 'Crime', 'Thriller']",-0.10305139999999999
869,11,2013-01-18,Broken City,tt1235522,Broken City,Broken City,2013,109.0,"Crime,Drama,Thriller",6.2,71704,2013,1,35000000,19701164,34480045,"['Crime', 'Drama', 'Thriller']",-0.014855857142857145
870,14,2005-02-25,Cursed,tt3705608,Cursed,Wyklety,2017,112.0,"Drama,War",6.2,376,2005,2,35000000,19294901,25114901,"['Drama', 'War']",-0.28243140000000005
871,14,2005-02-25,Cursed,tt4024312,Cursed,Cursed,2016,81.0,Comedy,8.3,6,2005,2,35000000,19294901,25114901,['Comedy'],-0.28243140000000005
872,17,2010-04-30,Furry Vengeance,tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700,2010,4,35000000,17630465,39340177,"['Comedy', 'Family']",0.12400505714285714
873,18,2013-01-25,Parker,tt1904996,Parker,Parker,2013,118.0,"Action,Crime,Thriller",6.2,105529,2013,1,35000000,17616641,48543388,"['Action', 'Crime', 'Thriller']",0.3869539428571429
874,20,2000-09-15,Bait,tt1438173,Bait,Bait,2012,93.0,"Action,Adventure,Drama",5.2,14627,2000,9,35000000,15325127,15471969,"['Action', 'Adventure', 'Drama']",-0.5579437428571429
875,20,2000-09-15,Bait,tt3700594,Bait,Bait,2014,82.0,"Drama,Thriller",5.5,448,2000,9,35000000,15325127,15471969,"['Drama', 'Thriller']",-0.5579437428571429
876,20,2000-09-15,Bait,tt9652782,Bait,Bait,2019,89.0,Drama,7.0,79,2000,9,35000000,15325127,15471969,['Drama'],-0.5579437428571429
877,24,2011-05-27,The Tree of Life,tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266,2011,5,35000000,13305665,61721826,"['Drama', 'Fantasy']",0.7634807428571428
878,26,2006-08-11,Zoom,tt3763866,Zoom,Zoom,2015,96.0,"Animation,Comedy,Drama",6.1,2323,2006,8,35000000,11989328,12506188,"['Animation', 'Comedy', 'Drama']",-0.6426803428571428
879,26,2006-08-11,Zoom,tt5815346,Zoom,Zoom,2016,158.0,"Comedy,Drama,Romance",7.2,85,2006,8,35000000,11989328,12506188,"['Comedy', 'Drama', 'Romance']",-0.6426803428571428
880,26,2006-08-11,Zoom,tt6667868,Zoom,Zoom,2016,,Horror,5.4,17,2006,8,35000000,11989328,12506188,['Horror'],-0.6426803428571428
881,29,2014-03-28,Sabotage,tt1742334,Sabotage,Sabotage,2014,109.0,"Action,Crime,Drama",5.7,55597,2014,3,35000000,10508518,18376443,"['Action', 'Crime', 'Drama']",-0.4749587714285714
882,32,2015-03-06,Unfinished Business,tt2358925,Unfinished Business,Unfinished Business,2015,91.0,"Comedy,Drama",5.4,29004,2015,3,35000000,10219501,13214051,"['Comedy', 'Drama']",-0.6224556857142857
883,32,2015-03-06,Unfinished Business,tt4998626,Unfinished Business,Unfinished Business,2016,,Horror,7.2,8,2015,3,35000000,10219501,13214051,['Horror'],-0.6224556857142857
884,33,2015-09-30,The Walk,tt2159988,The Walk,The Walk,2015,89.0,"Crime,Thriller",6.8,126,2015,9,35000000,10161183,61492104,"['Crime', 'Thriller']",0.7569172571428572
885,33,2015-09-30,The Walk,tt3488710,The Walk,The Walk,2015,123.0,"Adventure,Biography,Drama",7.3,109714,2015,9,35000000,10161183,61492104,"['Adventure', 'Biography', 'Drama']",0.7569172571428572
886,35,2013-11-29,Mandela: Long Walk to Freedom,tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,2013,141.0,"Biography,Drama,History",7.1,25027,2013,11,35000000,8323085,29890402,"['Biography', 'Drama', 'History']",-0.1459885142857143
887,39,2016-03-11,The Brothers Grimsby,tt3381008,The Brothers Grimsby,Grimsby,2016,83.0,"Action,Adventure,Comedy",6.2,82123,2016,3,35000000,6864016,28720470,"['Action', 'Adventure', 'Comedy']",-0.17941514285714286
888,40,2017-10-20,The Snowman,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",5.1,47890,2017,10,35000000,6670765,43226146,"['Crime', 'Drama', 'Mystery']",0.23503274285714285
889,44,2011-01-28,Biutiful,tt1164999,Biutiful,Biutiful,2010,148.0,"Drama,Romance",7.5,80382,2011,1,35000000,5101237,24687524,"['Drama', 'Romance']",-0.2946421714285714
890,47,2016-04-22,A Hologram for the King,tt2980210,A Hologram for the King,A Hologram for the King,2016,98.0,"Comedy,Drama,Romance",6.1,36062,2016,4,35000000,4212494,11846010,"['Comedy', 'Drama', 'Romance']",-0.6615425714285714
891,49,1986-10-03,Playing for Keeps,tt1540128,Playing for Keeps,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport",5.7,27389,1986,10,35000000,2000000,2000000,"['Comedy', 'Romance', 'Sport']",-0.9428571428571428
892,53,2012-09-14,Stolen,tt1656186,Stolen,Stolen,2012,96.0,"Action,Crime,Thriller",5.5,41313,2012,9,35000000,289773,17967746,"['Action', 'Crime', 'Thriller']",-0.4866358285714286
893,53,2012-09-14,Stolen,tt6215338,Stolen,Stolen,2016,86.0,"Crime,Drama",4.5,31,2012,9,35000000,289773,17967746,"['Crime', 'Drama']",-0.4866358285714286
894,54,2011-10-14,Trespass,tt1674784,Trespass,Trespass,2011,91.0,"Crime,Drama,Thriller",5.3,39404,2011,10,35000000,16816,786532,"['Crime', 'Drama', 'Thriller']",-0.9775276571428572
895,56,2015-03-13,The Lovers,tt1321869,The Lovers,The Lovers,2013,109.0,"Action,Adventure,Romance",4.6,2867,2015,3,35000000,0,53899,"['Action', 'Adventure', 'Romance']",-0.9984600285714286
896,56,2015-03-13,The Lovers,tt5770620,The Lovers,The Lovers,2017,97.0,"Comedy,Drama,Romance",6.1,2751,2015,3,35000000,0,53899,"['Comedy', 'Drama', 'Romance']",-0.9984600285714286
897,58,2011-12-25,The Darkest Hour,tt1093357,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",4.9,55071,2011,12,34800000,21443494,62831715,"['Action', 'Adventure', 'Horror']",0.8055090517241379
898,58,2011-12-25,The Darkest Hour,tt4249090,The Darkest Hour,The Darkest Hour,2014,52.0,"Documentary,News",6.4,8,2011,12,34800000,21443494,62831715,"['Documentary', 'News']",0.8055090517241379
899,59,2017-06-28,Baby Driver,tt3890160,Baby Driver,Baby Driver,2017,113.0,"Action,Crime,Drama",7.6,363977,2017,6,34000000,107825862,228104185,"['Action', 'Crime', 'Drama']",5.708946617647059
900,60,2014-09-19,The Maze Runner,tt1790864,The Maze Runner,The Maze Runner,2014,113.0,"Action,Mystery,Sci-Fi",6.8,387038,2014,9,34000000,102427862,348319861,"['Action', 'Mystery', 'Sci-Fi']",9.244701794117649
901,61,2015-04-10,The Longest Ride,tt2726560,The Longest Ride,The Longest Ride,2015,123.0,"Drama,Romance",7.1,70327,2015,4,34000000,37446117,63802928,"['Drama', 'Romance']",0.8765567058823529
902,64,2018-08-03,The Darkest Minds,tt4073790,The Darkest Minds,The Darkest Minds,2018,104.0,"Action,Adventure,Drama",5.7,21340,2018,8,34000000,12695691,38361428,"['Action', 'Adventure', 'Drama']",0.12827729411764707
903,68,2014-09-05,Thunder and the House of Magic,tt3148834,Thunder and the House of Magic,The House of Magic,2013,85.0,"Adventure,Animation,Comedy",6.3,5626,2014,9,34000000,4091,62582520,"['Adventure', 'Animation', 'Comedy']",0.8406623529411764
904,73,2016-07-08,Mike and Dave Need Wedding Dates,tt2823054,Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,2016,98.0,"Adventure,Comedy,Romance",6.0,74849,2016,7,33000000,46009673,75898100,"['Adventure', 'Comedy', 'Romance']",1.2999424242424242
905,74,2012-07-27,Step Up Revolution,tt1800741,Step Up Revolution,Step Up Revolution,2012,99.0,"Drama,Music,Romance",6.5,51295,2012,7,33000000,35074677,165552290,"['Drama', 'Music', 'Romance']",4.0167360606060605
906,77,2000-09-08,The Watcher,tt3261880,The Watcher,The Watcher,2014,45.0,Drama,7.8,8,2000,9,33000000,28946615,47267829,['Drama'],0.4323584545454545
907,77,2000-09-08,The Watcher,tt5497458,The Watcher,The Watcher,2016,89.0,"Horror,Thriller",5.4,2720,2000,9,33000000,28946615,47267829,"['Horror', 'Thriller']",0.4323584545454545
908,77,2000-09-08,The Watcher,tt8063826,The Watcher,The Watcher,2018,97.0,"Horror,Mystery,Thriller",4.4,554,2000,9,33000000,28946615,47267829,"['Horror', 'Mystery', 'Thriller']",0.4323584545454545
909,78,2012-04-27,Safe,tt1656190,Safe,Safe,2012,94.0,"Action,Crime,Thriller",6.5,96388,2012,4,33000000,17142080,41495213,"['Action', 'Crime', 'Thriller']",0.2574306969696969
910,78,2012-04-27,Safe,tt6383726,Safe,Safe,2017,75.0,Thriller,3.8,41,2012,4,33000000,17142080,41495213,['Thriller'],0.2574306969696969
911,79,2008-03-14,Doomsday,tt2805976,Doomsday,Doomsday,2015,95.0,"Action,Sci-Fi",3.8,146,2008,3,33000000,11008770,21621188,"['Action', 'Sci-Fi']",-0.3448124848484849
912,82,2015-07-31,The Young and Prodigious T.S. Spivet,tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2013,105.0,"Action,Adventure,Comedy",7.1,15372,2015,7,33000000,176847,357687,"['Action', 'Adventure', 'Comedy']",-0.9891610000000001
913,83,2015-10-30,Freaks of Nature,tt1817771,Freaks of Nature,Freaks of Nature,2015,92.0,"Comedy,Horror,Sci-Fi",5.9,9670,2015,10,33000000,70958,70958,"['Comedy', 'Horror', 'Sci-Fi']",-0.9978497575757576
914,85,2011-05-13,Bridesmaids,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",6.8,249501,2011,5,32500000,169211718,289632023,"['Comedy', 'Romance']",7.911754553846153
915,87,2013-04-26,The Big Wedding,tt1931435,The Big Wedding,The Big Wedding,2013,89.0,"Comedy,Drama,Romance",5.6,44221,2013,4,32500000,21819348,48425971,"['Comedy', 'Drama', 'Romance']",0.4900298769230769
916,88,2012-02-24,Wanderlust,tt1655460,Wanderlust,Wanderlust,2012,98.0,"Comedy,Romance",5.6,69081,2012,2,32500000,17288155,24159934,"['Comedy', 'Romance']",-0.2566174153846154
917,90,1996-07-05,Phenomenon,tt6209808,Phenomenon,Padideh,2017,,Drama,6.0,5,1996,7,32000000,104636382,152036382,['Drama'],3.7511369375
918,91,2013-06-12,This is the End,tt1245492,This Is the End,This Is the End,2013,107.0,"Comedy,Fantasy",6.6,360556,2013,6,32000000,101470202,126539117,"['Comedy', 'Fantasy']",2.95434740625
919,95,2010-08-27,Takers,tt1135084,Takers,Takers,2010,107.0,"Action,Crime,Thriller",6.2,53377,2010,8,32000000,57744720,70587268,"['Action', 'Crime', 'Thriller']",1.205852125
920,96,2011-04-01,Source Code,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036,2011,4,32000000,54712227,140428499,"['Action', 'Drama', 'Sci-Fi']",3.38839059375
921,99,2018-04-20,I Feel Pretty,tt6791096,I Feel Pretty,I Feel Pretty,2018,110.0,"Comedy,Romance",5.4,39936,2018,4,32000000,48795601,91553797,"['Comedy', 'Romance']",1.86105615625
922,1,2011-02-18,"Big Mommas: Like Father, Like Son",tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",4.4,23520,2011,2,32000000,37915414,82332450,"['Action', 'Comedy', 'Crime']",1.5728890625
