,id,release_date,movie,tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,year,month,production_budget_2,domestic_gross_2,worldwide_gross_2,genres2,profit_multiple
0,1,2009-12-18,Avatar,tt1775309,Avatar,Abatâ,2011,93.0,Horror,6.1,43,2009,12,425000000,760507625,2776345279,['Horror'],5.532577127058825
1,2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",6.6,447624,2011,5,410600000,241063875,1045663875,"['Action', 'Adventure', 'Fantasy']",1.5466728567949342
2,3,2019-06-07,Dark Phoenix,tt6565702,Dark Phoenix,Dark Phoenix,2019,113.0,"Action,Adventure,Sci-Fi",6.0,24451,2019,6,350000000,42762350,149762350,"['Action', 'Adventure', 'Sci-Fi']",-0.5721075714285714
3,4,2015-05-01,Avengers: Age of Ultron,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015,141.0,"Action,Adventure,Sci-Fi",7.3,665594,2015,5,330600000,459005868,1403013963,"['Action', 'Adventure', 'Sci-Fi']",3.2438413883847548
4,7,2018-04-27,Avengers: Infinity War,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,149.0,"Action,Adventure,Sci-Fi",8.5,670926,2018,4,300000000,678815482,2048134200,"['Action', 'Adventure', 'Sci-Fi']",5.827114
5,9,2017-11-17,Justice League,tt0974015,Justice League,Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135,2017,11,300000000,229024295,655945209,"['Action', 'Adventure', 'Fantasy']",1.18648403
6,10,2015-11-06,Spectre,tt2379713,Spectre,Spectre,2015,148.0,"Action,Adventure,Thriller",6.8,352504,2015,11,300000000,200074175,879620923,"['Action', 'Adventure', 'Thriller']",1.9320697433333331
7,11,2012-07-20,The Dark Knight Rises,tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,"Action,Thriller",8.4,1387769,2012,7,275000000,448139099,1084439099,"['Action', 'Thriller']",2.9434149054545453
8,12,2018-05-25,Solo: A Star Wars Story,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018,135.0,"Action,Adventure,Fantasy",7.0,226243,2018,5,275000000,213767512,393151347,"['Action', 'Adventure', 'Fantasy']",0.4296412618181818
9,13,2013-07-02,The Lone Ranger,tt1210819,The Lone Ranger,The Lone Ranger,2013,150.0,"Action,Adventure,Western",6.4,208827,2013,7,275000000,89302115,260002115,"['Action', 'Adventure', 'Western']",-0.05453776363636364
10,14,2012-03-09,John Carter,tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792,2012,3,275000000,73058679,282778100,"['Action', 'Adventure', 'Sci-Fi']",0.028283999999999997
11,15,2010-11-24,Tangled,tt0398286,Tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366,2010,11,260000000,200821936,586477240,"['Adventure', 'Animation', 'Comedy']",1.2556816923076923
12,17,2016-05-06,Captain America: Civil War,tt3498820,Captain America: Civil War,Captain America: Civil War,2016,147.0,"Action,Adventure,Sci-Fi",7.8,583507,2016,5,250000000,408084349,1140069413,"['Action', 'Adventure', 'Sci-Fi']",3.560277652
13,18,2016-03-25,Batman v Superman: Dawn of Justice,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016,151.0,"Action,Adventure,Fantasy",6.5,576909,2016,3,250000000,330360194,867500281,"['Action', 'Adventure', 'Fantasy']",2.470001124
14,19,2012-12-14,The Hobbit: An Unexpected Journey,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629,2012,12,250000000,303003568,1017003568,"['Adventure', 'Family', 'Fantasy']",3.068014272
15,21,2013-12-13,The Hobbit: The Desolation of Smaug,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",7.8,565563,2013,12,250000000,258366855,960366855,"['Adventure', 'Fantasy']",2.84146742
16,22,2014-12-17,The Hobbit: The Battle of the Five Armies,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014,144.0,"Adventure,Fantasy",7.4,438621,2014,12,250000000,255119788,945577621,"['Adventure', 'Fantasy']",2.782310484
17,23,2017-04-14,The Fate of the Furious,tt4630562,The Fate of the Furious,The Fate of the Furious,2017,136.0,"Action,Crime,Thriller",6.7,179774,2017,4,250000000,225764765,1234846267,"['Action', 'Crime', 'Thriller']",3.939385068
18,25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,"Action,Adventure,Fantasy",6.6,228592,2017,5,230000000,172558876,788241137,"['Action', 'Adventure', 'Fantasy']",2.4271353782608696
19,27,2012-05-04,The Avengers,tt0848228,The Avengers,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655,2012,5,225000000,623279547,1517935897,"['Action', 'Adventure', 'Sci-Fi']",5.746381764444443
20,29,2013-06-14,Man of Steel,tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288,2013,6,225000000,291045518,667999518,"['Action', 'Adventure', 'Sci-Fi']",1.9688867466666664
21,31,2012-07-03,The Amazing Spider-Man,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632,2012,7,220000000,262030663,757890267,"['Action', 'Adventure', 'Sci-Fi']",2.444955759090909
22,32,2012-05-18,Battleship,tt1440129,Battleship,Battleship,2012,131.0,"Action,Adventure,Sci-Fi",5.8,225342,2012,5,220000000,65233400,313477717,"['Action', 'Adventure', 'Sci-Fi']",0.4248987136363636
23,33,2017-06-21,Transformers: The Last Knight,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi",5.2,119007,2017,6,217000000,130168683,602893340,"['Action', 'Adventure', 'Sci-Fi']",1.7783103225806451
24,34,2015-06-12,Jurassic World,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338,2015,6,215000000,652270625,1648854864,"['Action', 'Adventure', 'Sci-Fi']",6.669092390697673
25,35,2012-05-25,Men in Black 3,tt1409024,Men in Black 3,Men in Black 3,2012,106.0,"Action,Adventure,Comedy",6.8,309879,2012,5,215000000,179020854,654213485,"['Action', 'Adventure', 'Comedy']",2.042853418604651
26,37,2014-06-27,Transformers: Age of Extinction,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi",5.7,283486,2014,6,210000000,245439076,1104039076,"['Action', 'Adventure', 'Sci-Fi']",4.2573289333333335
27,39,2010-05-14,Robin Hood,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480,2010,5,210000000,105487148,322459006,"['Action', 'Adventure', 'Drama']",0.5355190761904762
28,39,2010-05-14,Robin Hood,tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",6.3,78,2010,5,210000000,105487148,322459006,"['Action', 'Drama']",0.5355190761904762
29,39,2010-05-14,Robin Hood,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588,2010,5,210000000,105487148,322459006,"['Action', 'Adventure', 'Thriller']",0.5355190761904762
30,39,2010-05-14,Robin Hood,tt6858500,Robin Hood,Robin Hood,2018,,,7.6,5,2010,5,210000000,105487148,322459006,,0.5355190761904762
31,42,2018-02-16,Black Panther,tt1825683,Black Panther,Black Panther,2018,134.0,"Action,Adventure,Sci-Fi",7.3,516148,2018,2,200000000,700059566,1348258224,"['Action', 'Adventure', 'Sci-Fi']",5.74129112
32,43,1997-12-19,Titanic,tt2495766,Titanic,Titanic,2012,,Adventure,6.2,20,1997,12,200000000,659363944,2208208395,['Adventure'],10.041041975
33,44,2018-06-15,Incredibles 2,tt3606756,Incredibles 2,Incredibles 2,2018,118.0,"Action,Adventure,Animation",7.7,203510,2018,6,200000000,608581744,1242520711,"['Action', 'Adventure', 'Animation']",5.212603555
34,45,2016-12-16,Rogue One: A Star Wars Story,tt3748528,Rogue One: A Star Wars Story,Rogue One,2016,133.0,"Action,Adventure,Sci-Fi",7.8,478592,2016,12,200000000,532177324,1049102856,"['Action', 'Adventure', 'Sci-Fi']",4.24551428
35,46,2016-06-17,Finding Dory,tt2277860,Finding Dory,Finding Dory,2016,97.0,"Adventure,Animation,Comedy",7.3,213542,2016,6,200000000,486295561,1021215193,"['Adventure', 'Animation', 'Comedy']",4.106075965
36,47,2010-06-18,Toy Story 3,tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218,2010,6,200000000,415004880,1068879522,"['Adventure', 'Animation', 'Comedy']",4.34439761
37,48,2013-05-03,Iron Man 3,tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794,2013,5,200000000,408992272,1215392272,"['Action', 'Adventure', 'Sci-Fi']",5.07696136
38,51,2010-03-05,Alice in Wonderland,tt1014759,Alice in Wonderland,Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy",6.5,358813,2010,3,200000000,334191110,1025491110,"['Adventure', 'Family', 'Fantasy']",4.12745555
39,51,2010-03-05,Alice in Wonderland,tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",6.5,6,2010,3,200000000,334191110,1025491110,"['Fantasy', 'Musical']",4.12745555
40,52,2012-11-08,Skyfall,tt1074638,Skyfall,Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221,2012,11,200000000,304360277,1110526981,"['Action', 'Adventure', 'Thriller']",4.552634905
41,53,2013-06-21,Monsters University,tt1453405,Monsters University,Monsters University,2013,104.0,"Adventure,Animation,Comedy",7.3,291887,2013,6,200000000,268488329,743588329,"['Adventure', 'Animation', 'Comedy']",2.717941645
42,54,2013-03-08,Oz the Great and Powerful,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013,130.0,"Adventure,Family,Fantasy",6.3,192045,2013,3,200000000,234770996,490359051,"['Adventure', 'Family', 'Fantasy']",1.451795255
43,55,2014-05-23,X-Men: Days of Future Past,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",8.0,620079,2014,5,200000000,233921534,747862775,"['Action', 'Adventure', 'Sci-Fi']",2.739313875
44,56,2014-05-02,The Amazing Spider-Man 2,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,142.0,"Action,Adventure,Sci-Fi",6.6,388363,2014,5,200000000,202853933,708996336,"['Action', 'Adventure', 'Sci-Fi']",2.54498168
45,57,2011-06-24,Cars 2,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",6.2,138914,2011,6,200000000,191450875,560155383,"['Adventure', 'Animation', 'Comedy']",1.800776915
46,58,2010-12-17,Tron: Legacy,tt1104001,TRON: Legacy,Tron,2010,125.0,"Action,Adventure,Fantasy",6.8,296211,2010,12,200000000,172062763,400062763,"['Action', 'Adventure', 'Fantasy']",1.000313815
47,60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",6.6,163151,2018,11,200000000,159555901,652220086,"['Adventure', 'Family', 'Fantasy']",2.26110043
48,62,2011-06-17,Green Lantern,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281,2011,6,200000000,116601172,219535492,"['Action', 'Adventure', 'Sci-Fi']",0.09767746
49,64,2011-06-29,Transformers: Dark of the Moon,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409,2011,6,195000000,352390543,1123790543,"['Action', 'Adventure', 'Sci-Fi']",4.763028425641027
50,65,2017-06-09,The Mummy,tt2345759,The Mummy,The Mummy,2017,110.0,"Action,Adventure,Fantasy",5.5,154345,2017,6,195000000,80101125,409953905,"['Action', 'Adventure', 'Fantasy']",1.102327717948718
51,66,2013-03-01,Jack the Giant Slayer,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"Adventure,Fantasy",6.3,123127,2013,3,195000000,65187603,197687603,"['Adventure', 'Fantasy']",0.013782579487179487
52,67,2015-04-03,Furious 7,tt2820852,Furious 7,Furious Seven,2015,137.0,"Action,Crime,Thriller",7.2,335074,2015,4,190000000,353007020,1518722794,"['Action', 'Crime', 'Thriller']",6.993277863157895
53,68,2013-05-16,Star Trek Into Darkness,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535,2013,5,190000000,228778661,467381584,"['Action', 'Adventure', 'Sci-Fi']",1.4599030736842105
54,69,2013-06-21,World War Z,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751,2013,6,190000000,202359711,531514650,"['Action', 'Adventure', 'Horror']",1.7974455263157896
55,70,2013-05-10,The Great Gatsby,tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"Drama,Romance",7.3,433165,2013,5,190000000,144840419,351040419,"['Drama', 'Romance']",0.8475811526315791
56,72,2013-07-12,Pacific Rim,tt1663662,Pacific Rim,Pacific Rim,2013,131.0,"Action,Adventure,Sci-Fi",6.9,443667,2013,7,190000000,101802906,411002906,"['Action', 'Adventure', 'Sci-Fi']",1.1631731894736843
57,73,2015-11-25,The Good Dinosaur,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",6.7,91465,2015,11,187500000,123087120,333771037,"['Adventure', 'Animation', 'Comedy']",0.7801121973333334
58,74,2008-05-02,Iron Man,tt3375556,Iron Man,Adam Ahani,2013,84.0,"Comedy,Drama,Family",5.6,14,2008,5,186000000,318604126,585171547,"['Comedy', 'Drama', 'Family']",2.146083586021505
59,77,2012-06-22,Brave,tt1217209,Brave,Brave,2012,93.0,"Adventure,Animation,Comedy",7.1,338728,2012,6,185000000,237282182,554606532,"['Adventure', 'Animation', 'Comedy']",1.997873145945946
60,78,2017-03-10,Kong: Skull Island,tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",6.6,237720,2017,3,185000000,168052812,561072059,"['Action', 'Adventure', 'Fantasy']",2.0328219405405403
61,79,2016-07-22,Star Trek Beyond,tt2660888,Star Trek Beyond,Star Trek Beyond,2016,122.0,"Action,Adventure,Sci-Fi",7.1,209844,2016,7,185000000,158848340,335802233,"['Action', 'Adventure', 'Sci-Fi']",0.8151472054054054
62,80,2017-10-06,Blade Runner 2049,tt1856101,Blade Runner 2049,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241,2017,10,185000000,92054159,259357408,"['Drama', 'Mystery', 'Sci-Fi']",0.4019319351351352
63,81,2019-05-24,Aladdin,tt6139732,Aladdin,Aladdin,2019,128.0,"Adventure,Comedy,Family",7.4,57549,2019,5,182000000,246734314,619234314,"['Adventure', 'Comedy', 'Family']",2.4023863406593406
64,82,2017-11-03,Thor: Ragnarok,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",7.9,482995,2017,11,180000000,315058289,846980024,"['Action', 'Adventure', 'Comedy']",3.7054445777777776
65,84,2014-05-30,Maleficent,tt1587310,Maleficent,Maleficent,2014,97.0,"Action,Adventure,Family",7.0,305832,2014,5,180000000,241407328,758536735,"['Action', 'Adventure', 'Family']",3.2140929722222222
66,85,2016-11-18,Fantastic Beasts and Where to Find Them,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016,132.0,"Adventure,Family,Fantasy",7.3,365353,2016,11,180000000,234037575,802402853,"['Adventure', 'Family', 'Fantasy']",3.4577936277777783
67,88,2016-07-01,The Legend of Tarzan,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154,2016,7,180000000,126643061,348902025,"['Action', 'Adventure', 'Drama']",0.9383445833333334
68,89,2011-11-23,Hugo,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",7.5,284869,2011,11,180000000,73864507,180047784,"['Adventure', 'Drama', 'Family']",0.00026546666666666665
69,89,2011-11-23,Hugo,tt7496196,Hugo,Hugo,2017,80.0,Documentary,7.9,11,2011,11,180000000,73864507,180047784,['Documentary'],0.00026546666666666665
70,90,2017-07-21,Valerian and the City of a Thousand Planets,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",6.5,139792,2017,7,180000000,40479370,215098356,"['Action', 'Adventure', 'Fantasy']",0.19499086666666668
71,91,2015-02-06,Jupiter Ascending,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi",5.3,166327,2015,2,179000000,47482519,181982519,"['Action', 'Adventure', 'Sci-Fi']",0.016662117318435754
72,93,2016-05-27,X-Men: Apocalypse,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016,144.0,"Action,Adventure,Sci-Fi",7.0,356556,2016,5,178000000,155442489,542537546,"['Action', 'Adventure', 'Sci-Fi']",2.0479637415730343
73,94,2018-08-10,The Meg,tt4779682,The Meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",5.7,114042,2018,8,178000000,145443742,529530715,"['Action', 'Horror', 'Sci-Fi']",1.9748916573033708
74,95,2014-06-06,Edge of Tomorrow,tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014,113.0,"Action,Sci-Fi",7.9,546284,2014,6,178000000,100206256,370541256,"['Action', 'Sci-Fi']",1.0816924494382023
75,96,2019-03-08,Captain Marvel,tt4154664,Captain Marvel,Captain Marvel,2019,123.0,"Action,Adventure,Sci-Fi",7.0,296225,2019,3,175000000,426525952,1123061550,"['Action', 'Adventure', 'Sci-Fi']",5.417494571428572
76,97,2016-04-15,The Jungle Book,tt2226178,The Jungle Book,The Jungle Book,2014,64.0,Animation,7.0,59,2016,4,175000000,364001123,962854547,['Animation'],4.502025982857143
77,97,2016-04-15,The Jungle Book,tt3040964,The Jungle Book,The Jungle Book,2016,106.0,"Adventure,Drama,Family",7.4,240821,2016,4,175000000,364001123,962854547,"['Adventure', 'Drama', 'Family']",4.502025982857143
78,98,2015-06-19,Inside Out,tt1640486,Inside Out,Inside Out,2011,93.0,"Crime,Drama",4.6,1566,2015,6,175000000,356461711,854235992,"['Crime', 'Drama']",3.881348525714286
79,98,2015-06-19,Inside Out,tt2071483,Inside Out,Inside Out,2011,59.0,Family,7.3,15,2015,6,175000000,356461711,854235992,['Family'],3.881348525714286
80,98,2015-06-19,Inside Out,tt2096673,Inside Out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",8.2,536181,2015,6,175000000,356461711,854235992,"['Adventure', 'Animation', 'Comedy']",3.881348525714286
81,98,2015-06-19,Inside Out,tt2608638,Inside Out,Inside Out,2013,75.0,"Biography,Documentary,History",7.5,60,2015,6,175000000,356461711,854235992,"['Biography', 'Documentary', 'History']",3.881348525714286
82,99,2017-07-07,Spider-Man: Homecoming,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302,2017,7,175000000,334201140,880166350,"['Action', 'Adventure', 'Sci-Fi']",4.029522
83,100,2016-08-05,Suicide Squad,tt1386697,Suicide Squad,Suicide Squad,2016,123.0,"Action,Adventure,Fantasy",6.0,533039,2016,8,175000000,325100054,746059887,"['Action', 'Adventure', 'Fantasy']",3.2631993542857143
84,2,2017-11-22,Coco,tt2380307,Coco,Coco,2017,105.0,"Adventure,Animation,Comedy",8.4,277194,2017,11,175000000,209726015,798008101,"['Adventure', 'Animation', 'Comedy']",3.5600462914285718
85,2,2017-11-22,Coco,tt7002100,Coco,Coco,2017,98.0,Horror,7.4,35,2017,11,175000000,209726015,798008101,['Horror'],3.5600462914285718
86,3,2018-11-21,Ralph Breaks The Internet,tt5848272,Ralph Breaks the Internet,Ralph Breaks the Internet,2018,112.0,"Adventure,Animation,Comedy",7.1,85694,2018,11,175000000,201091711,524283695,"['Adventure', 'Animation', 'Comedy']",1.9959068285714283
87,5,2017-06-16,Cars 3,tt3606752,Cars 3,Cars 3,2017,102.0,"Adventure,Animation,Comedy",6.8,59408,2017,6,175000000,152901115,383541369,"['Adventure', 'Animation', 'Comedy']",1.1916649657142857
88,11,2017-05-12,King Arthur: Legend of the Sword,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",6.8,169054,2017,5,175000000,39175066,139630336,"['Action', 'Adventure', 'Drama']",-0.2021123657142857
89,12,2013-12-25,47 Ronin,tt1335975,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",6.3,135754,2013,12,175000000,38362475,151716815,"['Action', 'Adventure', 'Drama']",-0.13304677142857144
90,13,2018-06-22,Jurassic World: Fallen Kingdom,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"Action,Adventure,Sci-Fi",6.2,219125,2018,6,170000000,417719760,1305772799,"['Action', 'Adventure', 'Sci-Fi']",6.681016464705883
91,14,2014-08-01,Guardians of the Galaxy,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",8.1,948394,2014,8,170000000,333172112,770867516,"['Action', 'Adventure', 'Comedy']",3.5345148
92,15,2010-05-07,Iron Man 2,tt1228705,Iron Man 2,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi",7.0,657690,2010,5,170000000,312433331,621156389,"['Action', 'Adventure', 'Sci-Fi']",2.653861111764706
93,16,2014-04-04,Captain America: The Winter Soldier,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,136.0,"Action,Adventure,Sci-Fi",7.8,666252,2014,4,170000000,259746958,714401889,"['Action', 'Adventure', 'Sci-Fi']",3.2023640529411765
94,17,2014-07-11,Dawn of the Planet of the Apes,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",7.6,390199,2014,7,170000000,208545589,710644566,"['Action', 'Adventure', 'Drama']",3.1802621529411765
95,19,2012-06-01,Snow White and the Huntsman,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama",6.1,258938,2012,6,170000000,155136755,401021746,"['Action', 'Adventure', 'Drama']",1.3589514470588235
96,22,2019-03-29,Dumbo,tt3861390,Dumbo,Dumbo,2019,112.0,"Adventure,Family,Fantasy",6.6,25072,2019,3,170000000,113883318,345004422,"['Adventure', 'Family', 'Fantasy']",1.0294377764705882
97,23,2015-05-22,Tomorrowland,tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",6.4,161343,2015,5,170000000,93436322,206627518,"['Action', 'Adventure', 'Family']",0.2154559882352941
98,23,2015-05-22,Tomorrowland,tt7728220,Tomorrowland,Tomorrowland,2017,70.0,Documentary,6.3,7,2015,5,170000000,93436322,206627518,['Documentary'],0.2154559882352941
99,24,2019-02-14,Alita: Battle Angel,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi",7.5,88207,2019,2,170000000,85710210,402976036,"['Action', 'Adventure', 'Sci-Fi']",1.3704472705882351
100,25,2019-05-31,Godzilla: King of the Monsters,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,132.0,"Action,Adventure,Fantasy",6.7,36479,2019,5,170000000,85576941,299276941,"['Action', 'Adventure', 'Fantasy']",0.7604525941176471
101,26,2016-05-27,Alice Through the Looking Glass,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016,113.0,"Adventure,Family,Fantasy",6.2,79951,2016,5,170000000,77042381,276928112,"['Adventure', 'Family', 'Fantasy']",0.6289888941176469
102,27,2010-05-21,Shrek Forever After,tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",6.3,167532,2010,5,165000000,238736787,756244673,"['Adventure', 'Animation', 'Comedy']",3.5833010484848486
103,28,2016-11-04,Doctor Strange,tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",7.5,514510,2016,11,165000000,232641920,676404566,"['Action', 'Adventure', 'Fantasy']",3.099421612121212
104,29,2014-11-07,Big Hero 6,tt2245084,Big Hero 6,Big Hero 6,2014,102.0,"Action,Adventure,Animation",7.8,371204,2014,11,165000000,222527828,652127828,"['Action', 'Adventure', 'Animation']",2.952289866666667
105,30,2010-03-26,How to Train Your Dragon,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299,2010,3,165000000,217581232,494870992,"['Action', 'Adventure', 'Animation']",1.9992181333333332
106,31,2012-11-02,Wreck-It Ralph,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy",7.7,344496,2012,11,165000000,189412677,496511521,"['Adventure', 'Animation', 'Comedy']",2.009160733333333
107,32,2014-11-05,Interstellar,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334,2014,11,165000000,188017894,666379375,"['Adventure', 'Drama', 'Sci-Fi']",3.038662878787879
108,33,2016-06-24,Independence Day: Resurgence,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016,120.0,"Action,Adventure,Sci-Fi",5.2,155344,2016,6,165000000,103144286,384169424,"['Action', 'Adventure', 'Sci-Fi']",1.3282995393939394
109,35,2017-03-17,Beauty and the Beast,tt2316801,Beauty and the Beast,La belle et la bête,2014,112.0,"Drama,Fantasy,Romance",6.4,18100,2017,3,160000000,504014165,1259199706,"['Drama', 'Fantasy', 'Romance']",6.8699981625
110,35,2017-03-17,Beauty and the Beast,tt2771200,Beauty and the Beast,Beauty and the Beast,2017,129.0,"Family,Fantasy,Musical",7.2,238325,2017,3,160000000,504014165,1259199706,"['Family', 'Fantasy', 'Musical']",6.8699981625
111,36,2018-12-21,Aquaman,tt1477834,Aquaman,Aquaman,2018,143.0,"Action,Adventure,Fantasy",7.1,263328,2018,12,160000000,335061807,1146894640,"['Action', 'Adventure', 'Fantasy']",6.1680915
112,38,2010-07-16,Inception,tt1375666,Inception,Inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066,2010,7,160000000,292576195,835524642,"['Action', 'Adventure', 'Sci-Fi']",4.2220290125
113,39,2015-11-20,The Hunger Games: Mockingjay - Part 2,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",6.6,252384,2015,11,160000000,281723902,648986787,"['Action', 'Adventure', 'Sci-Fi']",3.05616741875
114,41,2014-05-16,Godzilla,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",6.4,350687,2014,5,160000000,200676069,529076069,"['Action', 'Adventure', 'Sci-Fi']",2.30672543125
115,42,2011-06-03,X-Men: First Class,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930,2011,6,160000000,146408305,355408305,"['Action', 'Adventure', 'Sci-Fi']",1.22130190625
116,44,2010-07-14,The Sorcerer's Apprentice,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862,2010,7,160000000,63150991,217986320,"['Action', 'Adventure', 'Family']",0.3624145
